"mois_no","groupe_no","prov_no","no","ca","code_prov","provenance","code_dep","departement","code_groupe","groupe","code_sgroupe","sous_groupe","mois","mois_numero","annee"
1,48,5,11377,228.399994,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.1,"Bagues","Janvier",1,2003
1,1,3,49,2844.80005,2,"Magasin",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Janvier",1,2003
1,44,8,10489,6947.2002,7,"Studio Photo",2,"Optique - Photos",15,"Optique - Photos",15.7,"Jumelles et telescope","Janvier",1,2003
1,29,7,6865,4929.8999,6,"Studio Radio TV",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Janvier",1,2003
1,38,4,8953,87.0999985,3,"Expo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Janvier",1,2003
1,83,3,19729,301.5,2,"Magasin",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Janvier",1,2003
1,1,2,25,4687,1,"Zürich",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Janvier",1,2003
1,79,6,18841,646.400024,5,"Revetement de sol professionnel",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Janvier",1,2003
1,67,6,15961,2861.8999,5,"Revetement de sol professionnel",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Janvier",1,2003
1,20,10,4777,2698.8999,9,"Vente aux employés",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Janvier",1,2003
1,56,3,13249,6871.6001,2,"Magasin",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Janvier",1,2003
1,21,4,4873,2163.30005,3,"Expo",0,"Ménage",12,"Outillage & jouets",12.1,"Lustrerie","Janvier",1,2003
1,74,10,17737,6283.7002,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Janvier",1,2003
1,29,3,6769,829.900024,2,"Magasin",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Janvier",1,2003
1,65,4,15433,6257.2998,3,"Expo",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Janvier",1,2003
1,29,5,6817,7481.7002,4,"Commandes téléphoniques",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Janvier",1,2003
1,106,5,25297,7992.7002,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.6,"Armoires","Janvier",1,2003
1,83,8,19849,4639.6001,7,"Studio Photo",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Janvier",1,2003
1,15,6,3481,8061.6001,5,"Revetement de sol professionnel",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Janvier",1,2003
1,111,6,26521,7876.2998,5,"Revetement de sol professionnel",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Janvier",1,2003
1,111,3,26449,9766.09961,2,"Magasin",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Janvier",1,2003
1,44,9,10513,2363.8999,8,"Boutique",2,"Optique - Photos",15,"Optique - Photos",15.7,"Jumelles et telescope","Janvier",1,2003
1,24,9,5713,70.5,8,"Boutique",0,"Ménage",12,"Outillage & jouets",12.4,"Jouets techniques","Janvier",1,2003
1,97,2,23065,2158,1,"Zürich",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Janvier",1,2003
1,42,4,9913,3637.3999,3,"Expo",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Janvier",1,2003
1,74,2,17545,6136.6001,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Janvier",1,2003
1,18,3,4129,9575.7002,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.8,"Divers","Janvier",1,2003
1,30,10,7177,9806.90039,9,"Vente aux employés",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Janvier",1,2003
1,85,10,20377,6842.3999,9,"Vente aux employés",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Janvier",1,2003
1,79,2,18745,113.900002,1,"Zürich",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Janvier",1,2003
1,97,5,23137,1989.5,4,"Commandes téléphoniques",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Janvier",1,2003
1,52,10,12457,9596.7998,9,"Vente aux employés",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Janvier",1,2003
1,47,9,11233,5423.2998,8,"Boutique",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Janvier",1,2003
1,56,7,13345,1614.90002,6,"Studio Radio TV",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Janvier",1,2003
1,56,8,13369,4267.7998,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Janvier",1,2003
1,47,1,11041,870.700012,0,"Par correspondance",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Janvier",1,2003
1,74,1,17521,8176.3999,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Janvier",1,2003
1,1,8,169,2060.19995,7,"Studio Photo",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Janvier",1,2003
1,79,8,18889,6355.5,7,"Studio Photo",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Janvier",1,2003
1,56,9,13393,3482.1001,8,"Boutique",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Janvier",1,2003
1,79,9,18913,7721.6001,8,"Boutique",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Janvier",1,2003
1,33,2,7705,9885.7002,1,"Zürich",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Janvier",1,2003
1,12,5,2737,775.200012,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.2,"Couvert","Janvier",1,2003
1,1,7,145,3297.3999,6,"Studio Radio TV",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Janvier",1,2003
1,65,10,15577,8578.59961,9,"Vente aux employés",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Janvier",1,2003
1,64,7,15265,2423.80005,6,"Studio Radio TV",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.4,"Sac de voyage sport plage commission","Janvier",1,2003
1,102,10,24457,2114.19995,9,"Vente aux employés",9,"Meubles",28,"Meubles intérieurs",28.2,"Tables de salon","Janvier",1,2003
1,33,7,7825,8505.7998,6,"Studio Radio TV",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Janvier",1,2003
1,38,8,9049,8925.2998,7,"Studio Photo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Janvier",1,2003
1,15,8,3529,6387.7998,7,"Studio Photo",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Janvier",1,2003
1,38,1,8881,7160.7002,0,"Par correspondance",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Janvier",1,2003
1,115,10,27577,1942,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29.6,"Petites armoires","Janvier",1,2003
1,17,10,4057,7929,9,"Vente aux employés",0,"Ménage",11,"Cuisine & Accessoires",11.7,"Réveils et pendules","Janvier",1,2003
1,74,3,17569,7621.1001,2,"Magasin",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Janvier",1,2003
1,29,2,6745,4592.2998,1,"Zürich",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Janvier",1,2003
1,2,4,313,1230.80005,3,"Expo",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Janvier",1,2003
1,70,9,16753,7261,8,"Boutique",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Janvier",1,2003
1,9,6,2041,5076.2998,5,"Revetement de sol professionnel",0,"Ménage",10,"Nettoyage",10.9,"Divers","Janvier",1,2003
1,11,9,2593,2256.69995,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.1,"Vaisselle et verrerie","Janvier",1,2003
1,97,7,23185,797.700012,6,"Studio Radio TV",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Janvier",1,2003
1,115,6,27481,9214.59961,5,"Revetement de sol professionnel",9,"Meubles",29,"Meubles exterieurs",29.6,"Petites armoires","Janvier",1,2003
1,33,1,7681,5564.7002,0,"Par correspondance",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Janvier",1,2003
1,61,9,14593,3207.3999,8,"Boutique",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Janvier",1,2003
1,61,6,14521,2889.3999,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Janvier",1,2003
1,65,9,15553,2557.1001,8,"Boutique",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Janvier",1,2003
1,24,6,5641,9138.2002,5,"Revetement de sol professionnel",0,"Ménage",12,"Outillage & jouets",12.4,"Jouets techniques","Janvier",1,2003
1,58,2,13705,90,1,"Zürich",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.5,"Chainettes et colliers","Janvier",1,2003
1,84,4,19993,703.5,3,"Expo",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Janvier",1,2003
1,2,5,337,6104.2998,4,"Commandes téléphoniques",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Janvier",1,2003
1,106,2,25225,6198.6001,1,"Zürich",9,"Meubles",28,"Meubles intérieurs",28.6,"Armoires","Janvier",1,2003
1,93,10,22297,8435,9,"Vente aux employés",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Janvier",1,2003
1,102,5,24337,207.800003,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.2,"Tables de salon","Janvier",1,2003
1,58,4,13753,748.400024,3,"Expo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.5,"Chainettes et colliers","Janvier",1,2003
1,20,3,4609,9286,2,"Magasin",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Janvier",1,2003
1,102,7,24385,9202.09961,6,"Studio Radio TV",9,"Meubles",28,"Meubles intérieurs",28.2,"Tables de salon","Janvier",1,2003
1,43,1,10081,4270,0,"Par correspondance",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Janvier",1,2003
1,97,9,23233,2082,8,"Boutique",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Janvier",1,2003
1,93,1,22081,8750.90039,0,"Par correspondance",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Janvier",1,2003
1,24,3,5569,5159.2002,2,"Magasin",0,"Ménage",12,"Outillage & jouets",12.4,"Jouets techniques","Janvier",1,2003
1,64,6,15241,7789.8999,5,"Revetement de sol professionnel",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.4,"Sac de voyage sport plage commission","Janvier",1,2003
1,35,2,8185,5016.5,1,"Zürich",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.2,"Bar et accessoires","Janvier",1,2003
1,85,2,20185,1932.09998,1,"Zürich",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Janvier",1,2003
1,29,10,6937,4287.7002,9,"Vente aux employés",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Janvier",1,2003
1,29,9,6913,3135.6001,8,"Boutique",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Janvier",1,2003
1,56,4,13273,2136.19995,3,"Expo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Janvier",1,2003
1,53,6,12601,486.200012,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.9,"Baguier et sets","Janvier",1,2003
1,58,8,13849,5294.6001,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.5,"Chainettes et colliers","Janvier",1,2003
1,81,8,19369,8289.2998,7,"Studio Photo",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.7,"Fitness","Janvier",1,2003
1,34,7,8065,744.099976,6,"Studio Radio TV",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Janvier",1,2003
1,52,4,12313,504.899994,3,"Expo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Janvier",1,2003
1,79,1,18721,3403.3999,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Janvier",1,2003
1,54,3,12769,633,2,"Magasin",3,"Bijouterie - Pendules",18,"Bijouterie HG",18,"Bagues or","Janvier",1,2003
1,93,7,22225,9565.59961,6,"Studio Radio TV",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Janvier",1,2003
1,34,9,8113,7690.6001,8,"Boutique",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Janvier",1,2003
1,2,8,409,5044.6001,7,"Studio Photo",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Janvier",1,2003
1,61,8,14569,3006.3999,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Janvier",1,2003
1,17,8,4009,1993.5,7,"Studio Photo",0,"Ménage",11,"Cuisine & Accessoires",11.7,"Réveils et pendules","Janvier",1,2003
1,59,10,14137,6955.6001,9,"Vente aux employés",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.6,"Bracelets","Janvier",1,2003
1,40,7,9505,3239.19995,6,"Studio Radio TV",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Janvier",1,2003
1,84,8,20089,5701.3999,7,"Studio Photo",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Janvier",1,2003
1,47,6,11161,4041.5,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Janvier",1,2003
1,52,5,12337,6865.7998,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Janvier",1,2003
1,6,10,1417,990.900024,9,"Vente aux employés",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Janvier",1,2003
1,11,3,2449,6844.2998,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.1,"Vaisselle et verrerie","Janvier",1,2003
1,43,3,10129,9240.2002,2,"Magasin",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Janvier",1,2003
1,26,5,6097,3213.80005,4,"Commandes téléphoniques",0,"Ménage",12,"Outillage & jouets",12.8,"Divers","Janvier",1,2003
1,102,3,24289,2752.19995,2,"Magasin",9,"Meubles",28,"Meubles intérieurs",28.2,"Tables de salon","Janvier",1,2003
1,15,3,3409,9219,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Janvier",1,2003
1,81,4,19273,7499.2002,3,"Expo",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.7,"Fitness","Janvier",1,2003
1,20,5,4657,2165.19995,4,"Commandes téléphoniques",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Janvier",1,2003
1,5,3,1009,3085.69995,2,"Magasin",0,"Ménage",10,"Nettoyage",10.4,"Divers","Janvier",1,2003
1,15,5,3457,3044.80005,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Janvier",1,2003
1,61,1,14401,7819.7998,0,"Par correspondance",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Janvier",1,2003
1,2,7,385,2703.6001,6,"Studio Radio TV",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Janvier",1,2003
1,70,3,16609,7016.5,2,"Magasin",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Janvier",1,2003
1,93,8,22249,5451.2002,7,"Studio Photo",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Janvier",1,2003
1,34,5,8017,6078.3999,4,"Commandes téléphoniques",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Janvier",1,2003
1,29,1,6721,7513.7002,0,"Par correspondance",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Janvier",1,2003
1,84,1,19921,1760.80005,0,"Par correspondance",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Janvier",1,2003
1,88,2,20905,4856.2998,1,"Zürich",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Janvier",1,2003
1,84,7,20065,6257.7002,6,"Studio Radio TV",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Janvier",1,2003
1,25,7,5905,4332.6001,6,"Studio Radio TV",0,"Ménage",12,"Outillage & jouets",12.5,"Jouets","Janvier",1,2003
1,73,10,17497,7261,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Janvier",1,2003
1,61,10,14617,1048.80005,9,"Vente aux employés",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Janvier",1,2003
1,111,8,26569,2276.80005,7,"Studio Photo",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Janvier",1,2003
1,86,10,20617,5286.3999,9,"Vente aux employés",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Janvier",1,2003
1,111,5,26497,7791.2002,4,"Commandes téléphoniques",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Janvier",1,2003
1,16,7,3745,3781.1001,6,"Studio Radio TV",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Janvier",1,2003
1,22,3,5089,834.700012,2,"Magasin",0,"Ménage",12,"Outillage & jouets",12.2,"Machine de bureau","Janvier",1,2003
1,63,3,14929,5039.3999,2,"Magasin",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.1,"Serviettes sacs a main cuir artificiel","Janvier",1,2003
1,57,7,13585,2509.80005,6,"Studio Radio TV",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.3,"Divers","Janvier",1,2003
1,16,10,3817,3833.69995,9,"Vente aux employés",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Janvier",1,2003
1,3,7,625,381.899994,6,"Studio Radio TV",0,"Ménage",10,"Nettoyage",10.2,"Soins corporels","Janvier",1,2003
1,111,9,26593,644.900024,8,"Boutique",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Janvier",1,2003
1,63,6,15001,1015.79999,5,"Revetement de sol professionnel",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.1,"Serviettes sacs a main cuir artificiel","Janvier",1,2003
1,102,4,24313,1812.59998,3,"Expo",9,"Meubles",28,"Meubles intérieurs",28.2,"Tables de salon","Janvier",1,2003
1,25,8,5929,7956.2002,7,"Studio Photo",0,"Ménage",12,"Outillage & jouets",12.5,"Jouets","Janvier",1,2003
1,96,8,22969,4252.3999,7,"Studio Photo",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Janvier",1,2003
1,84,3,19969,5679.3999,2,"Magasin",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Janvier",1,2003
1,85,6,20281,9083.2998,5,"Revetement de sol professionnel",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Janvier",1,2003
1,50,2,11785,5562.7998,1,"Zürich",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.4,"Pendentifs et médaillons","Janvier",1,2003
1,25,4,5833,2273.6001,3,"Expo",0,"Ménage",12,"Outillage & jouets",12.5,"Jouets","Janvier",1,2003
1,43,5,10177,7311.6001,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Janvier",1,2003
1,47,7,11185,9008.40039,6,"Studio Radio TV",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Janvier",1,2003
1,85,1,20161,9397.09961,0,"Par correspondance",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Janvier",1,2003
1,3,6,601,8245.7998,5,"Revetement de sol professionnel",0,"Ménage",10,"Nettoyage",10.2,"Soins corporels","Janvier",1,2003
1,34,10,8137,8315.59961,9,"Vente aux employés",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Janvier",1,2003
1,67,2,15865,6504.2002,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Janvier",1,2003
1,38,2,8905,8142.1001,1,"Zürich",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Janvier",1,2003
1,66,5,15697,6677.3999,4,"Commandes téléphoniques",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.8,"Valises","Janvier",1,2003
1,49,2,11545,1469.40002,1,"Zürich",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.3,"Boucles d'oreilles","Janvier",1,2003
1,107,3,25489,5907.1001,2,"Magasin",9,"Meubles",28,"Meubles intérieurs",28.7,"Studio","Janvier",1,2003
1,20,2,4585,2312.6001,1,"Zürich",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Janvier",1,2003
1,75,6,17881,5177.2002,5,"Revetement de sol professionnel",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Janvier",1,2003
1,7,9,1633,4366.8999,8,"Boutique",0,"Ménage",10,"Nettoyage",10.6,"Lavage et séchage","Janvier",1,2003
1,29,8,6889,1186.59998,7,"Studio Photo",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Janvier",1,2003
1,38,9,9073,2951,8,"Boutique",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Janvier",1,2003
1,79,5,18817,2250.69995,4,"Commandes téléphoniques",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Janvier",1,2003
1,52,6,12361,7576.2002,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Janvier",1,2003
1,70,5,16657,5155.7002,4,"Commandes téléphoniques",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Janvier",1,2003
1,43,2,10105,642.299988,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Janvier",1,2003
1,35,8,8329,3687.30005,7,"Studio Photo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.2,"Bar et accessoires","Janvier",1,2003
1,43,4,10153,7011.7998,3,"Expo",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Janvier",1,2003
1,43,7,10225,945.200012,6,"Studio Radio TV",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Janvier",1,2003
1,79,10,18937,6474.2998,9,"Vente aux employés",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Janvier",1,2003
1,43,8,10249,8019.2002,7,"Studio Photo",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Janvier",1,2003
1,89,7,21265,1312,6,"Studio Radio TV",8,"Lingerie",25,"Draps & lits",25,"Draps","Janvier",1,2003
1,89,5,21217,3582.8999,4,"Commandes téléphoniques",8,"Lingerie",25,"Draps & lits",25,"Draps","Janvier",1,2003
